pelagios_temp_id;maphist_label;recogito_mapping;recogito_gazetteer_label;lat;lng;recogito_status;modified_by;modified_at;
185-365;paniscola / panichol;http://www.wikidata.org/wiki/Q845424;PENÍSCOLA;40.3493;0.3612;VERIFIED;leif;2015-01-16T16:34:53+0100;
186-369;cauo / grao d'tortosa;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T16:36:18+0100;
187-370;TORTOSA;http://www.wikidata.org/wiki/Q12812;TORTOSA;40.8125;0.5211;VERIFIED;leif;2015-01-16T16:35:35+0100;
188-371;p.fangos;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T16:37:12+0100;
189-373;santo georgi;http://www.wikidata.org/wiki/Q2045712;SAN JORGE;40.5094;0.3319;VERIFIED;leif;2015-01-16T16:37:26+0100;
190-374;ballaguer;http://www.wikidata.org/wiki/Q5145780;COLL DE BALAGUER;40.9661;0.8856;VERIFIED;leif;2015-01-16T16:38:10+0100;
191-375;rodelastro;http://www.wikidata.org/wiki/Q3360606;HOSPITALET DE L'INFANT;40.9914;0.9231;VERIFIED;leif;2015-01-16T16:44:19+0100;
192-377;sallo;http://www.wikidata.org/wiki/Q662789;САЛОУ;41.0742;1.1389;VERIFIED;leif;2015-01-16T16:39:02+0100;
193-378;TARAGONA;http://www.wikidata.org/wiki/Q15088;TARRAGONA;41.1156;1.2494;VERIFIED;leif;2015-01-16T16:44:28+0100;
194-379;tamarit;http://www.wikidata.org/wiki/Q507041;ESTACIÓN DE ALTAFULLA-TAMARIT;41.1366;1.3736;VERIFIED;leif;2015-01-16T16:45:09+0100;
195-381;siges;http://www.wikidata.org/wiki/Q15551;SITGES;41.2339;1.8042;VERIFIED;leif;2015-01-16T16:45:20+0100;
196-382;lobregat;http://www.wikidata.org/wiki/Q3323844;LLOBREGAT DELTA;41.3028;2.1319;VERIFIED;leif;2015-01-16T16:45:48+0100;
197-383;monguic;http://www.wikidata.org/wiki/Q1122701;MONTJUIC;41.3642;2.1581;VERIFIED;leif;2015-01-16T16:46:02+0100;
198-384;BARCELONA;http://www.wikidata.org/wiki/Q1349796;PORT DE BARCELONA;41.345;2.1417;VERIFIED;leif;2015-01-16T16:46:13+0100;
199-388;blanes;http://www.wikidata.org/wiki/Q12991;BLANES;41.6769;2.7917;VERIFIED;leif;2015-01-16T16:46:22+0100;
200-389;torsa;http://www.wikidata.org/wiki/Q13006;TOSSA;41.7206;2.9319;VERIFIED;leif;2015-01-16T16:46:43+0100;
201-390;san felio;http://www.wikidata.org/wiki/Q13521;;41.7806;3.0306;VERIFIED;leif;2015-01-16T16:47:19+0100;
202-392;c.daguafreda;http://pleiades.stoa.org/places/246474;Lounarion Akron;41.9498;3.2314;VERIFIED;leif;2015-01-16T16:47:58+0100;
203-393;medes;http://www.wikidata.org/wiki/Q1581297;ILLES MEDES;42.05;3.2208;VERIFIED;leif;2015-01-16T16:48:06+0100;
204-394;ANPURIAS;http://www.wikidata.org/wiki/Q1229367;EMPURIES;42.1333;3.1083;VERIFIED;leif;2015-01-16T16:48:24+0100;
205-395;rozes;http://www.wikidata.org/wiki/Q11822;ROSES;42.2633;3.175;VERIFIED;leif;2015-01-16T16:48:38+0100;
206-397;cauo de creus;http://www.wikidata.org/wiki/Q1034193;CREUS LURMUTURRA;42.3192;3.3219;VERIFIED;leif;2015-01-16T16:48:53+0100;
207-398;lansa;http://www.wikidata.org/wiki/Q11339;LLANSÁ;42.3667;3.1525;VERIFIED;leif;2015-01-16T16:49:06+0100;
208-401;COPLIURA;http://www.wikidata.org/wiki/Q11296;КОЛЕРА;42.4064;3.1544;VERIFIED;leif;2015-01-16T16:49:19+0100;
209-403;salses;http://www.wikidata.org/wiki/Q2054027;GARE DE SALSES;42.8355;2.9176;VERIFIED;leif;2015-01-16T16:49:36+0100;
210-404;c.leocata / delicata / c.bucata;http://www.wikidata.org/wiki/Q2627606;PHARE DU CAP LEUCATE;42.9006;3.0508;VERIFIED;leif;2015-01-16T16:50:15+0100;
211-405;NERBONA;http://www.wikidata.org/wiki/Q6555;NARBO;43.1847;3.0036;VERIFIED;leif;2015-01-16T16:50:33+0100;
212-407;serignan / sarnia;http://www.wikidata.org/wiki/Q751619;SERIGNAN;43.2808;3.2783;VERIFIED;leif;2015-01-16T16:50:55+0100;
213-408;adda;http://www.wikidata.org/wiki/Q191396;AGHATA;43.314;3.4691;VERIFIED;leif;2015-01-16T16:51:17+0100;
214-410;cauo de setta;http://www.wikidata.org/wiki/Q191141;MONT SAINT-CLAIR;43.4;3.7;VERIFIED;leif;2015-01-16T16:52:01+0100;
215-413;MONPESLIER;http://www.wikidata.org/wiki/Q6441;МОНПЕЛЈЕ;43.6082;3.8794;VERIFIED;leif;2015-01-16T16:53:21+0100;
216-415;AYGUES MORTES;http://www.wikidata.org/wiki/Q193809;AIGAS MÒRTAS;43.5675;4.1933;VERIFIED;leif;2015-01-16T16:54:01+0100;
217-418;ARLES;http://www.wikidata.org/wiki/Q48292;ARLES;43.6759;4.6227;VERIFIED;leif;2015-01-16T16:54:11+0100;
218-419;odor;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T16:55:37+0100;
219-420;bocori;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T16:55:56+0100;
220-422;bonili / bonim;http://www.wikidata.org/wiki/Q288912;BÈRRA URMAELA;43.4458;5.1139;VERIFIED;leif;2015-01-16T16:56:26+0100;
221-423;c.colone;http://www.wikidata.org/wiki/Q3378196;PHARE DE CAP COURONNE;43.3253;5.0531;VERIFIED;pau;2015-01-19T17:57:00+0100;
222-425;MARSILIA;http://www.wikidata.org/wiki/Q23482;МАРСЭЛЬ;43.2975;5.3772;VERIFIED;rainer;2015-01-21T08:35:48+0100;
223-427;aquiles;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T16:58:12+0100;
224-429;bendormi / robardin;http://www.wikidata.org/wiki/Q467338;BANDOL;43.1333;5.75;VERIFIED;leif;2015-01-16T16:58:37+0100;
225-430;san nazar;http://www.wikidata.org/wiki/Q659484;SANARY-SUR-MER;43.1192;5.8022;VERIFIED;leif;2015-01-16T16:58:54+0100;
226-431;c.cercelli / sasieg;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T16:59:40+0100;
227-432;TOLLON;http://www.wikidata.org/wiki/Q44160;TOULON;43.1252;5.9311;VERIFIED;leif;2015-01-16T16:59:52+0100;
228-433;carabazara;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T17:00:09+0100;
229-434;ERES;http://www.wikidata.org/wiki/Q192574;HYERES LES PALMIERS;43.12;6.1317;VERIFIED;leif;2015-01-16T17:00:27+0100;
230-437;bender / benat;http://www.wikidata.org/wiki/Q2937010;BÉNAT;43.0953;6.3619;VERIFIED;leif;2015-01-16T17:00:47+0100;
231-438;aroi / arona / aruni;http://www.wikidata.org/wiki/Q1034136;CAP CAMARAT;43.2;6.68;VERIFIED;leif;2015-01-16T17:01:04+0100;
232-441;frasneto;http://www.wikidata.org/wiki/Q696791;LA GARDE-FREINET;43.3167;6.4667;VERIFIED;leif;2015-01-16T17:01:30+0100;
233-441;aga(ij)a;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T17:01:38+0100;
234-443;g.de frezur;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T17:02:16+0100;
235-446;agam;http://www.wikidata.org/wiki/Q392030;AGAY;43.4191;6.8581;VERIFIED;leif;2015-01-16T17:02:27+0100;
236-448;s.margalita;http://pleiades.stoa.org/places/157874;Lero Ins.;43.5194;7.0494;VERIFIED;leif;2015-01-16T17:03:00+0100;
237-450;[c.de] gallopa;http://www.wikidata.org/wiki/Q3378473;PHARE DE LA GAROUPE;43.5642;7.1331;VERIFIED;leif;2015-01-16T17:04:16+0100;
238-452;var;http://www.wikidata.org/wiki/Q933979;VAR FLODEN;43.6536;7.1997;VERIFIED;leif;2015-01-16T17:04:36+0100;
239-453;NIZA;http://www.wikidata.org/wiki/Q3398372;PORT DE NICE;43.6942;7.2849;VERIFIED;leif;2015-01-16T17:04:57+0100;
240-453;olivole;http://pleiades.stoa.org/places/157897;Olivula;;;VERIFIED;;leif;2015-01-16T17:05:12+0100
241-456;MONEGO / monaco;http://www.wikidata.org/wiki/Q235;MONACO;43.7312;7.4197;VERIFIED;leif;2015-01-16T17:05:27+0100;
242-460;xxmilia / vintimigia;http://www.wikidata.org/wiki/Q191759;;43.7833;7.6167;VERIFIED;leif;2015-01-16T17:05:58+0100;
243-463;p.morico / marese;http://www.wikidata.org/wiki/Q2251258;PÒRTO MORIÇIO;43.8833;8.0333;VERIFIED;pau;2015-01-19T17:58:26+0100;
244-465;mela d'andola;http://www.wikidata.org/wiki/Q3739764;CAPO MELE LIGHTHOUSE;43.9547;8.1725;VERIFIED;pau;2015-01-19T17:58:58+0100;
245-467;ALBENGA;http://www.wikidata.org/wiki/Q3122553;;;;VERIFIED;;pau;2015-01-19T17:59:23+0100
246-469;c.variogoto / varioti;http://www.wikidata.org/wiki/Q1098583;VARIGOTTI;44.1817;8.3961;VERIFIED;pau;2015-01-19T17:59:58+0100;
247-470;NOLI;http://www.wikidata.org/wiki/Q270968;NOLI;44.2;8.4167;VERIFIED;pau;2015-01-19T18:00:12+0100;
248-471;vai;http://www.wikidata.org/wiki/Q271350;VADO LIGURĖ;44.2667;8.4333;VERIFIED;pau;2015-01-19T18:00:31+0100;
249-472;SAONA;http://www.wikidata.org/wiki/Q13320;;44.3;8.4833;VERIFIED;pau;2015-01-19T18:00:50+0100;
250-476;aronsan / lancan;http://www.wikidata.org/wiki/Q265257;;44.4;8.6833;VERIFIED;pau;2015-01-19T18:01:09+0100;
251-477;votori / uatiri;http://www.wikidata.org/wiki/Q1516072;VOLTRI;44.4297;8.7517;VERIFIED;pau;2015-01-19T18:01:26+0100;
252-478;pelle / pegi;http://www.wikidata.org/wiki/Q833271;PEGLI;44.4253;8.8144;VERIFIED;pau;2015-01-19T18:01:39+0100;
253-481;JANUA;http://www.wikidata.org/wiki/Q1449;GENUA;44.4167;8.9333;VERIFIED;pau;2015-01-19T18:02:15+0100;
254-484;c.de monte;http://www.wikidata.org/wiki/Q232782;PORTOFINO;44.3042;9.2074;VERIFIED;pau;2015-01-19T18:02:38+0100;
255-485;porto fino / p.darfi / dolfim;http://www.wikidata.org/wiki/Q232782;PORTOFINO;44.3042;9.2074;VERIFIED;pau;2015-01-19T18:03:02+0100;
256-486;rapallo;http://www.wikidata.org/wiki/Q210098;RAPALLO;44.35;9.2333;VERIFIED;pau;2015-01-19T18:04:19+0100;
257-489;sestri;http://www.wikidata.org/wiki/Q194081;SESTRI LEVANTE;44.27;9.3931;VERIFIED;pau;2015-01-19T18:04:43+0100;
258-491;levanto;http://www.wikidata.org/wiki/Q254139;LEVANTO;44.1667;9.6167;VERIFIED;pau;2015-01-19T18:05:00+0100;
259-492;PORTO VENER;http://www.wikidata.org/wiki/Q188315;PORTOVENERE;44.05;9.8333;VERIFIED;pau;2015-01-19T18:05:41+0100;
260-495;coruo;;;;;NO_SUITABLE_MATCH;pau;2015-01-19T18:12:29+0100;
261-496;magra;http://www.wikidata.org/wiki/Q692549;MAGRA;44.05;9.9833;VERIFIED;pau;2015-01-19T18:12:45+0100;
262-500;motron;;;;;NO_SUITABLE_MATCH;pau;2015-01-19T18:13:22+0100;
263-503;PISA;http://www.wikidata.org/wiki/Q13375;;43.7167;10.4;VERIFIED;pau;2015-01-19T18:13:45+0100;
264-504;porto pisano;http://www.wikidata.org/wiki/Q3909173;PORTO PISANO;43.6797;10.3467;VERIFIED;pau;2015-01-19T18:13:56+0100;
265-506;monte nigro;http://www.wikidata.org/wiki/Q3949801;SANCTUARY OF MONTENERO;43.4928;10.349;VERIFIED;pau;2015-01-19T18:14:33+0100;
266-507;vada;http://pleiades.stoa.org/places/403288;Vada Volaterrana;43.3513;10.455;VERIFIED;pau;2015-01-19T18:15:55+0100;
267-509;p.barato;http://www.wikidata.org/wiki/Q2654146;GOLF VAN BARATTI;42.9986;10.5028;VERIFIED;pau;2015-01-19T18:16:13+0100;
268-510;cauo de canpana;;;;;NO_SUITABLE_MATCH;pau;2015-01-19T18:17:42+0100;
269-511;PIONBINO;http://www.wikidata.org/wiki/Q157824;ПЬОМБИНО;42.9167;10.5333;VERIFIED;pau;2015-01-19T18:18:10+0100;
270-512;frexe / foraxe;http://pleiades.stoa.org/places/403206;Falesia;42.926;10.5405;VERIFIED;pau;2015-01-19T18:22:11+0100;
271-514;c.de troia;http://www.wikidata.org/wiki/Q478159;PUNTA ALA;42.8019;10.7539;VERIFIED;pau;2015-01-19T18:22:42+0100;
272-515;[castel de la] pescara;http://www.wikidata.org/wiki/Q188547;CASTIGLIONE DELLA PESCAIA;42.7656;10.8808;VERIFIED;pau;2015-01-19T18:23:02+0100;
273-517;grose[t]o;http://www.wikidata.org/wiki/Q6716;GROSSETO;42.7667;11.1;VERIFIED;pau;2015-01-19T18:23:21+0100;
274-518;talamon;http://www.wikidata.org/wiki/Q2073211;TALAMONE;42.5553;11.1333;VERIFIED;pau;2015-01-19T18:23:39+0100;
275-520;monte argentar;http://www.wikidata.org/wiki/Q214731;MONTE ARGENTARIO;42.4353;11.1167;VERIFIED;pau;2015-01-19T18:24:01+0100;
276-521;p.ercori / herculle;http://www.wikidata.org/wiki/Q1394400;PORTO ERCOLE;42.3939;11.2036;VERIFIED;pau;2015-01-19T18:24:49+0100;
277-522;lanceona / ianirolla;http://www.wikidata.org/wiki/Q1118281;ANSEDONIA;42.4076;11.2882;VERIFIED;pau;2015-01-19T18:25:03+0100;
278-523;monte alto;http://www.wikidata.org/wiki/Q175956;;42.35;11.6;VERIFIED;pau;2015-01-19T18:25:26+0100;
279-524;corneto;http://www.wikidata.org/wiki/Q179999;TARQUINIA;42.2492;11.7561;VERIFIED;pau;2015-01-19T18:26:39+0100;
280-525;CIVITA VECIA;http://www.wikidata.org/wiki/Q242533;CIVITAVECCHIA;42.1;11.8;VERIFIED;pau;2015-01-19T18:27:07+0100;
281-526;cauo de linar;http://www.wikidata.org/wiki/Q3657144;CAPO LINARO;42.0295;11.8359;VERIFIED;pau;2015-01-19T18:27:18+0100;
282-528;s.severa;http://www.wikidata.org/wiki/Q592987;SANTA SEVERA;42.0333;11.95;VERIFIED;pau;2015-01-19T18:27:37+0100;
283-529;ROME;http://www.wikidata.org/wiki/Q1558632;ROME;41.9;12.5;VERIFIED;pau;2015-01-19T18:27:48+0100;
284-532;cauo dansa;http://www.wikidata.org/wiki/Q241717;;41.4333;12.6167;VERIFIED;pau;2015-01-19T18:56:24+0100;
285-534;la stura / stora / gaetta d'astura;http://www.wikidata.org/wiki/Q2304697;TORRE ASTURA;41.408;12.765;VERIFIED;pau;2015-01-19T18:56:42+0100;
286-535;c.de cercelli;http://www.wikidata.org/wiki/Q2530284;MONTE CIRCEO;41.2333;13.05;VERIFIED;pau;2015-01-19T19:06:08+0100;
287-536;TERACINA;http://www.wikidata.org/wiki/Q128226;TARRACINA;41.2833;13.25;VERIFIED;pau;2015-01-19T19:06:19+0100;
288-538;GAIETA;http://www.wikidata.org/wiki/Q128089;;41.2167;13.5667;VERIFIED;pau;2015-01-19T19:06:39+0100;
289-539;mola;http://pleiades.stoa.org/places/433044;Porto;41.3385;13.8792;VERIFIED;pau;2015-01-19T19:08:00+0100;
290-540;garilano;http://www.wikidata.org/wiki/Q287568;GARIGLIANO;41.2167;13.75;VERIFIED;pau;2015-01-19T19:08:15+0100;
291-541;mondragon;http://www.wikidata.org/wiki/Q58719;PETRINUM;41.1;13.8833;VERIFIED;pau;2015-01-19T19:08:29+0100;
292-544;la patria;http://www.wikidata.org/wiki/Q2060974;LAGO PATRIA;40.9258;14.0358;VERIFIED;pau;2015-01-19T19:08:38+0100;
293-545;baia;http://www.wikidata.org/wiki/Q3110235;GOLFE DE BAIA;40.8243;14.0937;VERIFIED;pau;2015-01-19T19:08:58+0100;
294-547;nisari;http://www.wikidata.org/wiki/Q1192720;;40.7953;14.1633;VERIFIED;pau;2015-01-19T19:09:09+0100;
295-548;NAPOLI;http://www.wikidata.org/wiki/Q1415098;VILLA COMUNALE DI NAPOLI;40.833;14.2322;VERIFIED;pau;2015-01-19T19:10:53+0100;
296-551;castelamar;http://www.wikidata.org/wiki/Q6737;CASTRUM MARIS DE STABIA;40.7;14.4833;VERIFIED;pau;2015-01-19T19:11:12+0100;
297-554;c.de minerba;http://pleiades.stoa.org/places/432938;Minervae Pr.;40.5694;14.3247;VERIFIED;pau;2015-01-19T19:12:20+0100;
298-556;[a]malfi;http://www.wikidata.org/wiki/Q80563;AMALFI;40.6333;14.6;VERIFIED;pau;2015-01-19T19:13:01+0100;
299-559;SALERNO;http://www.wikidata.org/wiki/Q1083;САЛЕРНО;40.6833;14.7667;VERIFIED;pau;2015-01-19T19:13:35+0100;
300-563;castellabate;http://www.wikidata.org/wiki/Q80785;CASTELLABATE;40.2833;14.95;VERIFIED;pau;2015-01-19T20:25:36+0100;
301-564;c.delicosa;http://www.wikidata.org/wiki/Q1139764;LICOSA;40.25;14.9167;VERIFIED;pau;2015-01-19T20:25:58+0100;
302-567;pisota;http://www.wikidata.org/wiki/Q81330;PISCIOTTA;40.1167;15.2333;VERIFIED;pau;2015-01-19T20:26:15+0100;
303-568;palanuda / palacero;http://www.wikidata.org/wiki/Q1131545;CAPO PALINURO;40.0264;15.275;VERIFIED;pau;2015-01-19T20:26:55+0100;
304-571;POLICASTRO / panecastro;http://www.wikidata.org/wiki/Q610420;POLICASTRO BUSSENTINO;40.0667;15.5167;VERIFIED;pau;2015-01-19T20:27:15+0100;
305-572;sapri;http://www.wikidata.org/wiki/Q81654;SAPRI;40.0667;15.6333;VERIFIED;pau;2015-01-19T20:27:27+0100;
306-575;dini / tin / olin;http://www.wikidata.org/wiki/Q532450;DINO;39.8667;15.7667;VERIFIED;pau;2015-01-19T20:27:38+0100;
307-577;SCALEA;http://www.wikidata.org/wiki/Q54000;SCALEA;39.8167;15.8;VERIFIED;pau;2015-01-19T20:27:48+0100;
308-580;citraro;http://www.wikidata.org/wiki/Q53866;CETRARO;39.5;15.95;VERIFIED;pau;2015-01-19T20:28:00+0100;
309-581;s.nocito;http://www.wikidata.org/wiki/Q53973;圣卢奇多;39.3167;16.05;VERIFIED;pau;2015-01-19T20:28:18+0100;
310-582;[LA]MANTEA;http://www.wikidata.org/wiki/Q53827;AMANTEA;39.1333;16.0667;VERIFIED;pau;2015-01-19T20:29:01+0100;
311-583;c.suaro / c. desuro;http://pleiades.stoa.org/places/452360;Lampetes Pr.;38.9536;16.1609;VERIFIED;pau;2015-01-19T20:36:12+0100;
312-584;sca fomia / s.tomia;http://www.wikidata.org/wiki/Q2597872;EUFEMIA LAMEZIA;;;VERIFIED;;pau;2015-01-19T20:37:22+0100
313-587;bibona;http://www.wikidata.org/wiki/Q13625;ВІБА-ВАЛЕНЦІЯ;38.6667;16.0833;VERIFIED;pau;2015-01-19T20:38:22+0100;
314-590;TARPIA;http://www.wikidata.org/wiki/Q54747;TROPEA;38.6833;15.9;VERIFIED;pau;2015-01-19T20:38:44+0100;
315-591;baticam / vaticano;http://www.wikidata.org/wiki/Q1034760;CAPO VATICANO;38.6219;15.8322;VERIFIED;pau;2015-01-19T20:39:44+0100;
316-592;nicotina;http://www.wikidata.org/wiki/Q54724;尼科泰拉;38.55;15.9333;VERIFIED;pau;2015-01-19T20:45:07+0100;
317-595;bagnara;http://www.wikidata.org/wiki/Q54565;;38.2833;15.8167;VERIFIED;pau;2015-01-19T20:47:06+0100;
318-598;catuna / gatuna;http://www.wikidata.org/wiki/Q1231253;IGREJA DE SÃO FRANCISCO DE PAULA EM CATONA;38.184;15.6403;VERIFIED;pau;2015-01-19T20:47:47+0100;
319-600;REGGIO / rezo;http://www.wikidata.org/wiki/Q8471;REGGIO DE CALÀBRIA;38.1054;15.6423;VERIFIED;pau;2015-01-19T20:48:24+0100;
320-603;larmo / c.arme;http://www.wikidata.org/wiki/Q2600167;;;;VERIFIED;;pau;2015-01-19T20:48:37+0100
321-604;spartivento;http://www.wikidata.org/wiki/Q2136958;CAPO SPARTIVENTO;37.9181;16.0519;VERIFIED;pau;2015-01-19T20:48:51+0100;
322-605;borsa / torsan;http://www.wikidata.org/wiki/Q54582;;38.0167;16.0833;VERIFIED;pau;2015-01-19T20:49:10+0100;
323-607;stillo;http://www.wikidata.org/wiki/Q3925727;PUNTA STILO;38.4544;16.5786;VERIFIED;pau;2015-01-19T20:49:28+0100;
324-609;castelle;http://www.wikidata.org/wiki/Q54509;ISOLA DI CAPO RIZZUTO;38.9667;17.1;VERIFIED;pau;2015-01-19T20:50:22+0100;
325-611;colone;http://www.wikidata.org/wiki/Q868332;CAPU CULONNA;39.0253;17.2022;VERIFIED;pau;2015-01-19T20:50:54+0100;
326-612;CROTONE;http://www.wikidata.org/wiki/Q16165;CROTONEN MAAKUNTA;39.0833;17.1167;VERIFIED;pau;2015-01-19T20:51:22+0100;
327-613;lena / lalici;http://www.imperium.ahlfeldt.se/places/41769;Punta Alice;39.3989;17.1527;VERIFIED;pau;2015-01-19T20:52:06+0100;
328-615;rosam;http://www.wikidata.org/wiki/Q53952;ROSSANO;39.5667;16.6333;VERIFIED;pau;2015-01-19T20:52:26+0100;
329-618;roseni / roxieti / coriexa;http://www.wikidata.org/wiki/Q53951;;39.9833;16.6;VERIFIED;pau;2015-01-19T20:52:46+0100;
330-620;pelicor;http://www.wikidata.org/wiki/Q52327;;40.2;16.6667;VERIFIED;pau;2015-01-19T20:52:58+0100;
331-622;tore de mar;;;;;NO_SUITABLE_MATCH;pau;2015-01-19T20:53:58+0100;
332-623;TARANTO;http://www.wikidata.org/wiki/Q13498;;40.4667;17.2333;VERIFIED;pau;2015-01-19T20:54:15+0100;
333-625;galipoli;http://www.wikidata.org/wiki/Q52143;GALLIPOLI;40.0667;18.05;VERIFIED;pau;2015-01-19T20:54:45+0100;
334-626;ugenti / sorgenti / oxenti;http://www.wikidata.org/wiki/Q52216;;39.9333;18.1667;VERIFIED;pau;2015-01-19T20:55:01+0100;
335-629;c.de leque;http://www.wikidata.org/wiki/Q649217;SANTA MARIA DI LEUCA;39.801;18.3569;VERIFIED;pau;2015-01-19T20:55:22+0100;
336-632;OTRANTO;http://www.wikidata.org/wiki/Q52174;OTRANTAS;40.15;18.4833;VERIFIED;pau;2015-01-19T20:55:42+0100;
339-635;lezi;http://www.wikidata.org/wiki/Q13386;LUPIAE;40.35;18.1667;VERIFIED;pau;2015-01-19T20:56:35+0100;
340-638;BRINDICO;http://www.wikidata.org/wiki/Q13496;ҮЛГІ:ДЕМОГРАФИЯ/БРИНДИЗИ;40.6411;17.9469;VERIFIED;pau;2015-01-19T20:56:56+0100;
341-640;gaucita;http://pleiades.stoa.org/places/442824;Torre Guaceto;40.7152;17.7998;VERIFIED;pau;2015-01-19T20:57:36+0100;
342-641;petrola;http://www.wikidata.org/wiki/Q3901077;PETROLLA;40.2833;16.5667;VERIFIED;pau;2015-01-21T09:11:14+0100;
343-644;MONOPOLI;http://www.wikidata.org/wiki/Q51835;;40.95;17.3;VERIFIED;pau;2015-01-21T09:11:31+0100;
344-645;polignano;http://www.wikidata.org/wiki/Q51842;ПАЛІН'ЯНА-А-МАРЭ;41;17.2167;VERIFIED;pau;2015-01-21T09:11:47+0100;
345-646;s.vito / nixito;;;;;NO_SUITABLE_MATCH;pau;2015-01-21T09:12:31+0100;
346-649;BARI;http://www.wikidata.org/wiki/Q3519;BARI;41.1333;16.8667;VERIFIED;pau;2015-01-21T09:12:42+0100;
347-650;jovenaso;http://www.wikidata.org/wiki/Q51828;ДЖАВІНАЦЦА;41.1833;16.6667;VERIFIED;pau;2015-01-21T09:13:02+0100;
348-653;trani;http://www.wikidata.org/wiki/Q2448747;TRANI;41.2536;16.3628;VERIFIED;pau;2015-01-21T09:13:10+0100;
349-654;BARLETO;http://www.wikidata.org/wiki/Q13470;BARULUM;41.3167;16.2833;VERIFIED;pau;2015-01-21T09:13:26+0100;
350-655;salpy;http://pleiades.stoa.org/places/442760;Salapina Palus;41.25;16.25;VERIFIED;pau;2015-01-21T09:13:53+0100;
351-657;MANFREDONIA;http://www.wikidata.org/wiki/Q19286;SYPONTUM NOVELLUM;41.6333;15.9167;VERIFIED;pau;2015-01-21T09:14:01+0100;
352-660;bestie / vestie;http://www.wikidata.org/wiki/Q51967;;41.8833;16.1667;VERIFIED;pau;2015-01-21T09:14:26+0100;
353-662;rodo;http://www.wikidata.org/wiki/Q51949;;41.9294;15.8847;VERIFIED;pau;2015-01-21T09:14:42+0100;
354-664;varan;http://www.wikidata.org/wiki/Q51896;;41.8333;15.7667;VERIFIED;pau;2015-01-21T09:15:39+0100;
355-667;punta de via;;;;;NO_SUITABLE_MATCH;pau;2015-01-21T09:16:16+0100;
356-670;campo marin;http://www.wikidata.org/wiki/Q277418;КАМПОМАРИНО;41.9567;15.0344;VERIFIED;pau;2015-01-21T09:16:27+0100;
357-671;TERMOLE / termini;http://www.wikidata.org/wiki/Q118642;ТЭРМОЛІ;42;14.9833;VERIFIED;pau;2015-01-21T09:16:58+0100;
358-673;lodrim;http://www.wikidata.org/wiki/Q71768;TRIGNO;42.0667;14.8;VERIFIED;pau;2015-01-21T09:17:08+0100;
359-674;[lo]guasto;http://www.wikidata.org/wiki/Q51313;HISTONIUM;42.1;14.7;VERIFIED;pau;2015-01-21T09:17:18+0100;
360-676;penna d bux;http://www.wikidata.org/wiki/Q973243;FARO DI PUNTA PENNA;42.1711;14.7117;VERIFIED;pau;2015-01-21T09:17:32+0100;
361-678;sangueno / sanigalla / sagro;http://www.wikidata.org/wiki/Q71621;;42.2333;14.5333;VERIFIED;pau;2015-01-21T09:18:12+0100;
362-679;ORTONA;http://www.wikidata.org/wiki/Q51256;ORTONA;42.35;14.4;VERIFIED;pau;2015-01-21T11:39:11+0100;
363-680;francavilla;http://www.wikidata.org/wiki/Q51225;FRANCA VILLA;42.4167;14.3;VERIFIED;pau;2015-01-21T11:39:20+0100;
364-681;PESCARA;http://www.wikidata.org/wiki/Q2704;PESKARA;42.4667;14.2167;VERIFIED;pau;2015-01-21T11:39:25+0100;
365-687;atri / sutri;http://www.wikidata.org/wiki/Q51420;HADRIA PICENA;42.5833;13.9833;VERIFIED;pau;2015-01-21T11:39:40+0100;
366-689;SAN FABIANO;;;;;NO_SUITABLE_MATCH;pau;2015-01-21T11:41:02+0100;
367-690;[lo] tronto;http://www.wikidata.org/wiki/Q13140;SAN BENEDETTO DEL TRONTO;42.9358;13.8867;VERIFIED;pau;2015-01-21T11:41:26+0100;
368-693;le grote;http://www.wikidata.org/wiki/Q56071;GROTTAMMARE;42.9897;13.8658;VERIFIED;pau;2015-01-21T11:41:53+0100;
369-697;FERMO;http://www.wikidata.org/wiki/Q13139;FERMAS;43.1667;13.7167;VERIFIED;pau;2015-01-21T11:42:03+0100;
370-698;civita nova;http://www.wikidata.org/wiki/Q13146;CIVITANOVA MARCHE;43.3;13.7333;VERIFIED;pau;2015-01-21T11:42:14+0100;
371-701;recanati;http://www.wikidata.org/wiki/Q83355;;43.4333;13.6667;VERIFIED;pau;2015-01-21T11:42:27+0100;
372-706;ANCONA;http://www.wikidata.org/wiki/Q3415;;43.6167;13.5167;VERIFIED;pau;2015-01-21T11:42:34+0100;
373-708;sinigalia;http://www.wikidata.org/wiki/Q124925;SENIGALLIA;43.7167;13.2167;VERIFIED;pau;2015-01-21T11:42:43+0100;
374-709;FANO;http://www.wikidata.org/wiki/Q13142;FANAS;43.8333;13.0167;VERIFIED;pau;2015-01-21T11:42:48+0100;
375-711;pesaro;http://www.wikidata.org/wiki/Q13134;PEZARAS;43.9167;12.9;VERIFIED;pau;2015-01-21T11:42:55+0100;
